s,Base_phi,Alpha1_+10%,Alpha2_-10%,F_star_1.3
1.0,0.23752195993902112,0.2378847721894968,0.23643687084958107,0.2907981527682804
1.7320508075688772,0.3244610312333726,0.3249566419843266,0.3229787719718281,0.39723766405505906
